timestamp,determinand,units,Operator,result,Latitude,Longitude
18/02/2020 11:30:00,E.coli,/100ml,,0,55.296341,-1.9509778
21/02/2020 09:04:00,E.coli,/100ml,,0,55.556879,-1.9587881
21/02/2020 09:09:00,E.coli,/100ml,,60,54.850926,-1.900214
24/02/2020 12:31:00,E.coli,/100ml,,250,54.520831,-1.6058088
24/02/2020 10:38:00,E.coli,/100ml,,30,54.748796,-2.2303883
24/02/2020 11:51:00,E.coli,/100ml,,0,55.73145,-2.0476003
25/02/2020 13:58:00,E.coli,/100ml,,150,54.984881,-1.85266
25/02/2020 08:55:00,E.coli,/100ml,,0,54.81356,-2.304528
25/02/2020 10:11:00,E.coli,/100ml,,250,54.520785,-1.6057937
25/02/2020 10:42:00,E.coli,/100ml,,0,54.80284,-2.2357672
25/02/2020 11:31:00,E.coli,/100ml,,0,55.296341,-1.9509778
26/02/2020 10:13:00,E.coli,/100ml,<,10,54.817997,-1.9202919
26/02/2020 10:28:00,E.coli,/100ml,<,10,54.817997,-1.9202919
26/02/2020 10:46:00,E.coli,/100ml,<,10,54.817997,-1.9202919
29/02/2020 13:20:00,E.coli,/100ml,,0,55.556879,-1.9587881
26/02/2020 13:40:00,E.coli,/100ml,,40,55.318993,-2.3721957
26/02/2020 12:04:00,E.coli,/100ml,,10,55.233688,-2.1904957
26/02/2020 14:25:00,E.coli,/100ml,,40,55.27499,-2.2656008
27/02/2020 11:11:00,E.coli,/100ml,,0,55.079477,-2.3205181
27/02/2020 08:16:00,E.coli,/100ml,,0,55.556879,-1.9587881
27/02/2020 09:41:00,E.coli,/100ml,,20,54.850926,-1.900214
28/02/2020 11:19:00,E.coli,/100ml,,30,55.077183,-2.1418863
28/02/2020 08:15:00,E.coli,/100ml,,20,55.231858,-1.91579
28/02/2020 08:15:00,phosphorus (total),ug/l P,,30,55.231858,-1.91579
29/02/2020 10:01:00,E.coli,/100ml,,0,55.73145,-2.0476003
29/02/2020 11:31:00,E.coli,/100ml,,0,55.73145,-2.0476003
28/02/2020 10:03:00,E.coli,/100ml,,0,54.520883,-1.6057928
29/02/2020 10:25:00,E.coli,/100ml,,0,55.73145,-2.0476003
29/02/2020 10:24:00,E.coli,/100ml,,0,55.73145,-2.0476003
28/02/2020 07:46:00,E.coli,/100ml,,5900,54.837556,-1.5317023
28/02/2020 09:56:00,E.coli,/100ml,,1350,55.346691,-1.6287967
28/02/2020 11:38:00,E.coli,/100ml,,160,54.99968,-1.8842609
26/02/2020 09:01:00,E.coli,/100ml,,40,54.559989,-1.9843955
26/02/2020 09:01:00,phosphorus (total),ug/l P,,20,54.559989,-1.9843955
29/02/2020 09:42:00,E.coli,/100ml,,0,55.73145,-2.0476003
29/02/2020 12:13:00,E.coli,/100ml,,0,55.73145,-2.0476003
02/03/2020 14:54:00,E.coli,/100ml,,150,54.984881,-1.85266
02/03/2020 14:54:00,phosphorus (total),ug/l P,,31,54.984881,-1.85266
02/03/2020 11:31:00,E.coli,/100ml,,0,54.81356,-2.304528
02/03/2020 11:31:00,phosphorus (total),ug/l P,<,4.9,54.81356,-2.304528
02/03/2020 06:28:00,E.coli,/100ml,<,50,54.520785,-1.6057937
02/03/2020 10:06:00,E.coli,/100ml,,0,54.802588,-2.2357968
02/03/2020 11:38:00,E.coli,/100ml,,0,55.296341,-1.9509778
03/03/2020 09:05:00,E.coli,/100ml,,0,55.556879,-1.9587881
03/03/2020 10:37:00,E.coli,/100ml,,10,54.850926,-1.900214
04/03/2020 12:15:00,E.coli,/100ml,,0,55.73145,-2.0476003
04/03/2020 09:03:00,E.coli,/100ml,,3,54.748787,-2.2304038
04/03/2020 11:44:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 10:23:00,E.coli,/100ml,<,10,55.078992,-2.1396999
05/03/2020 09:19:00,E.coli,/100ml,<,10,55.237793,-1.9226023
05/03/2020 09:14:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 10:30:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 10:10:00,E.coli,/100ml,,1,54.520831,-1.6058088
05/03/2020 09:28:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 09:31:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 09:22:00,E.coli,/100ml,,1400,54.837488,-1.5327929
05/03/2020 09:22:00,phosphorus (total),ug/l P,,98,54.837488,-1.5327929
05/03/2020 12:00:00,E.coli,/100ml,,900,55.345911,-1.6288986
05/03/2020 11:22:00,E.coli,/100ml,,40,54.99968,-1.8842609
05/03/2020 11:31:00,E.coli,/100ml,,10,54.559989,-1.9843955
05/03/2020 08:59:00,E.coli,/100ml,,0,55.73145,-2.0476003
05/03/2020 10:40:00,E.coli,/100ml,,0,55.73145,-2.0476003
06/03/2020 09:40:00,E.coli,/100ml,,0,54.817997,-1.9202919
06/03/2020 10:23:00,E.coli,/100ml,,0,54.817997,-1.9202919
06/03/2020 10:50:00,E.coli,/100ml,<,10,54.817997,-1.9202919
06/03/2020 09:29:00,E.coli,/100ml,,0,55.556879,-1.9587881
06/03/2020 08:55:00,E.coli,/100ml,,10,55.318993,-2.3721957
06/03/2020 10:49:00,E.coli,/100ml,,30,55.233688,-2.1904957
06/03/2020 09:53:00,E.coli,/100ml,,30,55.27499,-2.265507
06/03/2020 09:11:00,E.coli,/100ml,,0,55.080589,-2.3178015
09/03/2020 09:07:00,E.coli,/100ml,,0,55.556799,-1.958804
09/03/2020 11:55:00,E.coli,/100ml,,20,54.850926,-1.900214
09/03/2020 11:55:00,phosphorus (total),ug/l P,,33,54.850926,-1.900214
26/03/2020 06:45:00,E.coli,/100ml,<,10,54.55989,-1.9839162
26/03/2020 06:45:00,phosphorus (total),ug/l P,,14,54.55989,-1.9839162
26/03/2020 07:55:00,E.coli,/100ml,,20,54.55989,-1.9839162
26/03/2020 07:55:00,phosphorus (total),ug/l P,,11,54.55989,-1.9839162
26/03/2020 07:09:00,E.coli,/100ml,,3,54.55989,-1.9839162
26/03/2020 07:09:00,phosphorus (total),ug/l P,,14,54.55989,-1.9839162
10/03/2020 08:39:00,E.coli,/100ml,,10,55.077183,-2.1418863
10/03/2020 08:39:00,phosphorus (total),ug/l P,,11,55.077183,-2.1418863
10/03/2020 10:05:00,E.coli,/100ml,<,10,55.231858,-1.91579
13/03/2020 10:26:00,E.coli,/100ml,,0,55.73145,-2.0476003
13/03/2020 11:19:00,E.coli,/100ml,,0,55.73145,-2.0476003
10/03/2020 07:15:00,E.coli,/100ml,,0,54.520786,-1.6057932
13/03/2020 10:40:00,E.coli,/100ml,,0,55.73145,-2.0476003
13/03/2020 10:42:00,E.coli,/100ml,,0,55.73145,-2.0476003
10/03/2020 11:51:00,E.coli,/100ml,,800,54.837587,-1.5329008
10/03/2020 09:44:00,E.coli,/100ml,,700,55.345911,-1.6288986
10/03/2020 12:57:00,E.coli,/100ml,,20,54.99968,-1.8842609
10/03/2020 10:58:00,E.coli,/100ml,,30,54.55989,-1.9839162
13/03/2020 10:11:00,E.coli,/100ml,,0,55.73145,-2.0476003
